ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,System Name,System Type,Service Type,Classification,Size,Diameter,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in)
1947647,Curtain Panels,System Panel,Glazed,L 0,,,,,"4' - 4 15/32""","0' - 1""","6' - 7""",29 SF,2.40 CF,,,Glass,,,,,,BoundingBox,124.716,224.71,11.5,,,,,,,,124.675,222.524,8.208,124.758,226.895,14.792,124.716,224.71,11.5,,"Area=29 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.40 CF | Width=4' - 4 15/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1947649,Curtain Panels,System Panel,Glazed,L 0,,,,,"4' - 4 15/32""","0' - 1""","6' - 7""",29 SF,2.40 CF,,,Glass,,,,,,BoundingBox,124.716,220.13,11.5,,,,,,,,124.675,217.944,8.208,124.758,222.316,14.792,124.716,220.13,11.5,,"Area=29 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.40 CF | Width=4' - 4 15/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1947650,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"4' - 4 15/32""",,"0' - 5""","0' - 5""",3 SF,0.38 CF,,,Aluminum,,,,,,Point,124.612,217.944,15.0,,,,,,,120.0,124.404,217.944,14.792,124.82,222.316,15.0,124.612,220.13,14.896,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 4 15/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.38 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1947651,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"4' - 4 15/32""",,"0' - 5""","0' - 5""",3 SF,0.38 CF,,,Aluminum,,,,,,Point,124.612,222.524,15.0,,,,,,,120.0,124.404,222.524,14.792,124.82,226.895,15.0,124.612,224.71,14.896,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 4 15/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.38 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1947652,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"4' - 4 15/32""",,"0' - 5""","0' - 5""",3 SF,0.38 CF,,,Aluminum,,,,,,Point,124.612,226.895,8.0,,,,,,,120.0,124.404,222.524,8.0,124.82,226.895,8.208,124.612,224.71,8.104,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 4 15/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.38 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1947653,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"4' - 4 15/32""",,"0' - 5""","0' - 5""",3 SF,0.38 CF,,,Aluminum,,,,,,Point,124.612,222.316,8.0,,,,,,,120.0,124.404,217.944,8.0,124.82,222.316,8.208,124.612,220.13,8.104,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 4 15/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.38 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1947654,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,124.612,217.736,8.0,,,,,,,180.0,124.404,217.736,8.0,124.82,217.944,15.0,124.612,217.84,11.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1947655,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,124.612,227.104,15.0,,,,,,,90.0,124.404,226.895,8.0,124.82,227.104,15.0,124.612,226.999,11.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1947656,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,124.612,222.42,8.0,,,,,,,180.0,124.404,222.316,8.0,124.82,222.524,15.0,124.612,222.42,11.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949146,Walls,,Storefront - EXTERIOR ISLAND,L 0,,B2010,Exterior Walls,"20' - 6""",,,,222 SF,,,,,,,,"1' - 0""","-3' - 0""",Curve,52.048,150.916,0.0,52.048,161.166,0.0,52.048,140.666,0.0,,51.548,140.666,1.0,52.548,161.166,12.0,52.048,150.916,6.5,,"Adjust for Mullion Size=False | Area=222 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=1' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=20' - 6"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=-3' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=11' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949147,Curtain Panels,System Panel,Glazed,L 0,,,,,"3' - 8 21/32""","0' - 1""","7' - 8 1/4""",29 SF,2.38 CF,,,Glass,,,,,,BoundingBox,52.152,159.097,5.052,,,,,,,,52.111,157.237,1.208,52.194,160.958,8.896,52.152,159.097,5.052,,"Area=29 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.38 CF | Width=3' - 8 21/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949149,Curtain Panels,System Panel,Glazed,L 0,,,,,"3' - 9 29/32""","0' - 1""","7' - 8 1/4""",29 SF,2.45 CF,,,Glass,,,,,,BoundingBox,52.152,155.116,5.052,,,,,,,,52.111,153.204,1.208,52.194,157.029,8.896,52.152,155.116,5.052,,"Area=29 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.45 CF | Width=3' - 9 29/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949151,Curtain Panels,System Panel,Glazed,L 0,,,,,"3' - 9 29/32""","0' - 1""","7' - 8 1/4""",29 SF,2.45 CF,,,Glass,,,,,,BoundingBox,52.152,151.083,5.052,,,,,,,,52.111,149.17,1.208,52.194,152.995,8.896,52.152,151.083,5.052,,"Area=29 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.45 CF | Width=3' - 9 29/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949153,Curtain Panels,System Panel,Glazed,L 0,,,,,"3' - 8 21/32""","0' - 1""","2' - 8 1/4""",10 SF,0.83 CF,,,Glass,,,,,,BoundingBox,52.152,159.097,10.448,,,,,,,,52.111,157.237,9.104,52.194,160.958,11.792,52.152,159.097,10.448,,"Area=10 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=2' - 8 1/4"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=0.83 CF | Width=3' - 8 21/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949154,Curtain Panels,System Panel,Glazed,L 0,,,,,"3' - 9 29/32""","0' - 1""","2' - 8 1/4""",10 SF,0.86 CF,,,Glass,,,,,,BoundingBox,52.152,155.116,10.448,,,,,,,,52.111,153.204,9.104,52.194,157.029,11.792,52.152,155.116,10.448,,"Area=10 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=2' - 8 1/4"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=0.86 CF | Width=3' - 9 29/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949155,Curtain Panels,System Panel,Glazed,L 0,,,,,"3' - 9 29/32""","0' - 1""","2' - 8 1/4""",10 SF,0.86 CF,,,Glass,,,,,,BoundingBox,52.152,151.083,10.448,,,,,,,,52.111,149.17,9.104,52.194,152.995,11.792,52.152,151.083,10.448,,"Area=10 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=2' - 8 1/4"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=0.86 CF | Width=3' - 9 29/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949156,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"3' - 8 21/32""",,"0' - 5""","0' - 5""",2 SF,0.32 CF,,,Aluminum,,,,,,Point,52.048,141.208,12.0,,,,,,,120.0,51.84,141.208,11.792,52.257,144.929,12.0,52.048,143.068,11.896,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 8 21/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.32 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949157,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"3' - 8 21/32""",,"0' - 5""","0' - 5""",2 SF,0.32 CF,,,Aluminum,,,,,,Point,52.048,157.237,12.0,,,,,,,120.0,51.84,157.237,11.792,52.257,160.958,12.0,52.048,159.097,11.896,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 8 21/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.32 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949158,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"3' - 9 29/32""",,"0' - 5""","0' - 5""",2 SF,0.33 CF,,,Aluminum,,,,,,Point,52.048,153.204,12.0,,,,,,,120.0,51.84,153.204,11.792,52.257,157.029,12.0,52.048,155.116,11.896,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 9 29/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.33 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949159,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"3' - 8 21/32""",,"0' - 5""","0' - 5""",2 SF,0.32 CF,,,Aluminum,,,,,,Point,52.048,160.958,1.0,,,,,,,120.0,51.84,157.237,1.0,52.257,160.958,1.208,52.048,159.097,1.104,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 8 21/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.32 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949160,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"3' - 9 29/32""",,"0' - 5""","0' - 5""",2 SF,0.33 CF,,,Aluminum,,,,,,Point,52.048,157.029,1.0,,,,,,,120.0,51.84,153.204,1.0,52.257,157.029,1.208,52.048,155.116,1.104,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 9 29/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.33 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949161,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"3' - 9 29/32""",,"0' - 5""","0' - 5""",2 SF,0.33 CF,,,Aluminum,,,,,,Point,52.048,152.995,1.0,,,,,,,120.0,51.84,149.17,1.0,52.257,152.995,1.208,52.048,151.083,1.104,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 9 29/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.33 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949162,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"8' - 0""",,"0' - 5""","0' - 5""",5 SF,0.69 CF,,,Aluminum,,,,,,Point,52.048,140.999,1.0,,,,,,,180.0,51.84,140.999,1.0,52.257,141.208,9.0,52.048,141.104,5.0,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949163,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"3' - 0""",,"0' - 5""","0' - 5""",2 SF,0.26 CF,,,Aluminum,,,,,,Point,52.048,140.999,9.0,,,,,,,180.0,51.84,140.999,9.0,52.257,141.208,12.0,52.048,141.104,10.5,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.26 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949164,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"3' - 0""",,"0' - 5""","0' - 5""",2 SF,0.26 CF,,,Aluminum,,,,,,Point,52.048,161.166,12.0,,,,,,,90.0,51.84,160.958,9.0,52.257,161.166,12.0,52.048,161.062,10.5,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.26 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1949165,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,"8' - 0""",,"0' - 5""","0' - 5""",5 SF,0.69 CF,,,Aluminum,,,,,,Point,52.048,161.166,9.0,,,,,,,90.0,51.84,160.958,1.0,52.257,161.166,9.0,52.048,161.062,5.0,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
